material,LCstage,disposition,impactCategory,impactUnits,impactFactor,corporateSource,impactFactorID
Glass,endOfLife,incinerationNoER,high characterization factor for unspecified water,m3 world equiv.,130.8253678,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,low characterization factor for unspecified water,m3 world equiv.,48.05821511,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,OECD+BRIC average for unspecified water,m3 world equiv.,96.92172879,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Blue water consumption,kg,2872.749987,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Blue water use,kg,281197.0186,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Total freshwater consumption (including rainwater),kg,3183.861069,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Total freshwater use,kg,282089.3899,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,high characterization factor for unspecified water,m3 equiv.,1.872514929,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,low characterization factor for unspecified water,m3 equiv.,0.822449964,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,OECD+BRIC average for unspecified water,m3 equiv.,1.183861324,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,356.5402158,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,332.3647002,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Primary energy from non renewable resources (gross cal. value),MJ,348.6432676,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Primary energy from non renewable resources (net cal. value),MJ,324.4677521,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Primary energy from renewable resources (gross cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Primary energy from renewable resources (net cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.87079102,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.9869726,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.026023649,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Acidification,kg SO2 eq.,0.091179481,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Ecotoxicity (recommended),CTUe,2.863706382,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Eutrophication,kg N eq.,0.007808717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,22.84476737,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,22.96094895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Human Health Particulate Air,kg PM2.5 eq.,0.005211376,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Human toxicity, cancer (recommended)",CTUh,1.22E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Human toxicity, non-canc. (recommended)",CTUh,9.04E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Ozone Depletion Air,kg CFC 11 eq.,1.58E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Resources, Fossil fuels",MJ surplus energy,43.56263032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Smog Air,kg O3 eq.,2.987853996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Ecotoxicity (recommended and interim),CTUe,277.6319978,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Ecotoxicity (recommended only),CTUe,0.122390793,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Human toxicity, cancer (recommended and interim)",CTUh,3.43E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Human toxicity, cancer (recommended only)",CTUh,1.03E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.04E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,high characterization factor for unspecified water,m3 world equiv.,1.251647126,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,low characterization factor for unspecified water,m3 world equiv.,1.176105775,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.220703368,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,732.2974495,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,680.4311394,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Primary energy from non renewable resources (gross cal. value),MJ,688.6626402,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Primary energy from non renewable resources (net cal. value),MJ,636.7963302,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Primary energy from renewable resources (gross cal. value),MJ,43.63480929,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Primary energy from renewable resources (net cal. value),MJ,43.63480929,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,40.52220872,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,39.7640939,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.029445647,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Acidification,kg SO2 eq.,0.185538123,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Ecotoxicity (recommended),CTUe,3.494179452,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Eutrophication,kg N eq.,0.009416569,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,40.49276307,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,39.73464826,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.133330895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Human toxicity, cancer (recommended)",CTUh,1.73E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Human toxicity, non-canc. (recommended)",CTUh,1.97E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Ozone Depletion Air,kg CFC 11 eq.,6.20E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Resources, Fossil fuels",MJ surplus energy,79.69702569,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Smog Air,kg O3 eq.,3.660878546,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Ecotoxicity (recommended and interim),CTUe,1034.942389,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Ecotoxicity (recommended only),CTUe,0.170312366,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,2.14E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Human toxicity, cancer (recommended only)",CTUh,7.25E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.97E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,5.28E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,high characterization factor for unspecified water,m3 world equiv.,2.778447062,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,low characterization factor for unspecified water,m3 world equiv.,1.113406877,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,2.096402068,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Blue water consumption,kg,78.62329956,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Blue water use,kg,18626.95116,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Total freshwater consumption (including rainwater),kg,-176.3912247,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,Total freshwater use,kg,20430.23678,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,high characterization factor for unspecified water,m3 equiv.,0.04132702,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,low characterization factor for unspecified water,m3 equiv.,0.020202693,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling,OECD+BRIC average for unspecified water,m3 equiv.,0.027473264,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,356.5402158,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,332.3647002,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Primary energy from non renewable resources (gross cal. value),MJ,348.6432676,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Primary energy from non renewable resources (net cal. value),MJ,324.4677521,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Primary energy from renewable resources (gross cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Primary energy from renewable resources (net cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.87079102,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.9869726,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.026023649,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Acidification,kg SO2 eq.,0.091179481,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Ecotoxicity (recommended),CTUe,2.863706382,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Eutrophication,kg N eq.,0.007808717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,22.84476737,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,22.96094895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Human Health Particulate Air,kg PM2.5 eq.,0.005211376,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Human toxicity, cancer (recommended)",CTUh,1.22E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Human toxicity, non-canc. (recommended)",CTUh,9.04E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Ozone Depletion Air,kg CFC 11 eq.,1.58E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Resources, Fossil fuels",MJ surplus energy,43.56263032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Smog Air,kg O3 eq.,2.987853996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Ecotoxicity (recommended and interim),CTUe,277.6319978,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Ecotoxicity (recommended only),CTUe,0.122390793,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Human toxicity, cancer (recommended and interim)",CTUh,3.43E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Human toxicity, cancer (recommended only)",CTUh,1.03E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.04E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,high characterization factor for unspecified water,m3 world equiv.,1.251647126,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,low characterization factor for unspecified water,m3 world equiv.,1.176105775,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.220703368,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,landfilling_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-157.0078417,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-151.4526963,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Primary energy from non renewable resources (gross cal. value),MJ,-118.5137149,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Primary energy from non renewable resources (net cal. value),MJ,-112.944955,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Primary energy from renewable resources (gross cal. value),MJ,-38.49412682,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Primary energy from renewable resources (net cal. value),MJ,-38.50774127,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,12.56038052,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,18.54629783,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,-0.037044187,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Acidification,kg SO2 eq.,0.152648899,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Ecotoxicity (recommended),CTUe,20.61933136,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Eutrophication,kg N eq.,0.069028615,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,12.59742471,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,18.58334202,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Human Health Particulate Air,kg PM2.5 eq.,-0.98277771,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Human toxicity, cancer (recommended)",CTUh,5.81E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Human toxicity, non-canc. (recommended)",CTUh,0.000118996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Ozone Depletion Air,kg CFC 11 eq.,3.67E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Resources, Fossil fuels",MJ surplus energy,-3.566770748,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Smog Air,kg O3 eq.,0.036317077,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Ecotoxicity (recommended and interim),CTUe,6810.262027,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Ecotoxicity (recommended only),CTUe,0.003054772,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Human toxicity, cancer (recommended and interim)",CTUh,1.09E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Human toxicity, cancer (recommended only)",CTUh,2.08E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000223073,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,"Human toxicity, non-canc. (recommended only)",CTUh,1.62E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,high characterization factor for unspecified water,m3 world equiv.,-11.04987275,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,low characterization factor for unspecified water,m3 world equiv.,-1.209797018,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,OECD+BRIC average for unspecified water,m3 world equiv.,-7.019114536,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Blue water consumption,kg,0.680145322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Blue water use,kg,-26840.0952,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Total freshwater consumption (including rainwater),kg,-114.9165074,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,Total freshwater use,kg,-26816.64783,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,high characterization factor for unspecified water,m3 equiv.,-0.153420024,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,low characterization factor for unspecified water,m3 equiv.,-0.028579209,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate,OECD+BRIC average for unspecified water,m3 equiv.,-0.071546921,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,560.0539865,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,522.0766804,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Primary energy from non renewable resources (gross cal. value),MJ,547.6821032,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Primary energy from non renewable resources (net cal. value),MJ,509.7047972,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Primary energy from renewable resources (gross cal. value),MJ,12.37188322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Primary energy from renewable resources (net cal. value),MJ,12.37188322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,35.84965455,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,36.09237389,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.040762881,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Acidification,kg SO2 eq.,0.16852146,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Ecotoxicity (recommended),CTUe,4.498399717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Eutrophication,kg N eq.,0.013743019,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,35.80889167,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,36.05161101,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Human Health Particulate Air,kg PM2.5 eq.,0.010542524,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Human toxicity, cancer (recommended)",CTUh,1.91E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Human toxicity, non-canc. (recommended)",CTUh,1.42E-06,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Ozone Depletion Air,kg CFC 11 eq.,2.49E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Resources, Fossil fuels",MJ surplus energy,68.43208279,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Smog Air,kg O3 eq.,5.535494281,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Ecotoxicity (recommended and interim),CTUe,436.1618894,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Ecotoxicity (recommended only),CTUe,0.192260873,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Human toxicity, cancer (recommended and interim)",CTUh,5.39E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Human toxicity, cancer (recommended only)",CTUh,1.61E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.63E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
