material,LCstage,disposition,impactCategory,impactUnits,impactFactor,corporateSource,impactFactorID
FoodWaste,endOfLife,anaerobicDigestion_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,anaerobicDigestion_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,anaerobicDigestion_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,anaerobicDigestion_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,anaerobicDigestion_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,anaerobicDigestion_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,anaerobicDigestion_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-4005.405776,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-3963.416211,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Primary energy from non renewable resources (gross cal. value),MJ,-710.179086,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Primary energy from non renewable resources (net cal. value),MJ,-668.1895203,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Primary energy from renewable resources (gross cal. value),MJ,-3295.22669,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Primary energy from renewable resources (net cal. value),MJ,-3295.22669,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-89.15382628,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,533.7869477,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.016230338,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Acidification,kg SO2 eq.,0.263085144,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Ecotoxicity (recommended),CTUe,2135.663861,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Eutrophication,kg N eq.,0.013730616,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-89.17005661,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,533.7707173,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Human Health Particulate Air,kg PM2.5 eq.,-0.110306629,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Human toxicity, cancer (recommended)",CTUh,6.28E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Human toxicity, non-canc. (recommended)",CTUh,0.001769581,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Ozone Depletion Air,kg CFC 11 eq.,-1.62E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Resources, Fossil fuels",MJ surplus energy,-28.96162547,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Smog Air,kg O3 eq.,-0.809296238,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Ecotoxicity (recommended and interim),CTUe,7417818.164,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Ecotoxicity (recommended only),CTUe,-0.076482896,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Human toxicity, cancer (recommended and interim)",CTUh,1.18E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Human toxicity, cancer (recommended only)",CTUh,-5.96E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000977914,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,"Human toxicity, non-canc. (recommended only)",CTUh,-1.45E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,high characterization factor for unspecified water,m3 world equiv.,14.70540161,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,low characterization factor for unspecified water,m3 world equiv.,0.140885749,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,OECD+BRIC average for unspecified water,m3 world equiv.,8.739386367,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Blue water consumption,kg,106.7477306,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Blue water use,kg,-569161.6959,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Total freshwater consumption (including rainwater),kg,-545.181372,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,Total freshwater use,kg,-569813.9863,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,high characterization factor for unspecified water,m3 equiv.,0.193157289,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,low characterization factor for unspecified water,m3 equiv.,0.008377611,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting,OECD+BRIC average for unspecified water,m3 equiv.,0.071975081,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,356.5402158,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,332.3647002,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Primary energy from non renewable resources (gross cal. value),MJ,348.6432676,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Primary energy from non renewable resources (net cal. value),MJ,324.4677521,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Primary energy from renewable resources (gross cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Primary energy from renewable resources (net cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.87079102,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.9869726,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.026023649,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Acidification,kg SO2 eq.,0.091179481,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Ecotoxicity (recommended),CTUe,2.863706382,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Eutrophication,kg N eq.,0.007808717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,22.84476737,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,22.96094895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Human Health Particulate Air,kg PM2.5 eq.,0.005211376,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Human toxicity, cancer (recommended)",CTUh,1.22E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Human toxicity, non-canc. (recommended)",CTUh,9.04E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Ozone Depletion Air,kg CFC 11 eq.,1.58E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Resources, Fossil fuels",MJ surplus energy,43.56263032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Smog Air,kg O3 eq.,2.987853996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Ecotoxicity (recommended and interim),CTUe,277.6319978,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Ecotoxicity (recommended only),CTUe,0.122390793,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Human toxicity, cancer (recommended and interim)",CTUh,3.43E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Human toxicity, cancer (recommended only)",CTUh,1.03E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.04E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,high characterization factor for unspecified water,m3 world equiv.,1.251647126,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,low characterization factor for unspecified water,m3 world equiv.,1.176105775,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.220703368,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,composting_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-507.7632795,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-544.6218111,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Primary energy from non renewable resources (gross cal. value),MJ,92.72953929,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Primary energy from non renewable resources (net cal. value),MJ,55.87100768,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Primary energy from renewable resources (gross cal. value),MJ,-600.4928188,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Primary energy from renewable resources (net cal. value),MJ,-600.4928188,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-1.626519967,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,566.0137428,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,-0.005929315,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Acidification,kg SO2 eq.,0.403735195,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Ecotoxicity (recommended),CTUe,0.795042154,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Eutrophication,kg N eq.,0.023741873,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-1.620590652,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,566.0196722,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Human Health Particulate Air,kg PM2.5 eq.,0.027402629,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Human toxicity, cancer (recommended)",CTUh,2.86E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Human toxicity, non-canc. (recommended)",CTUh,2.88E-06,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Ozone Depletion Air,kg CFC 11 eq.,-3.43E-09,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Resources, Fossil fuels",MJ surplus energy,68.19635431,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Smog Air,kg O3 eq.,12.83379807,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Ecotoxicity (recommended and interim),CTUe,1402.770949,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Ecotoxicity (recommended only),CTUe,0.115900211,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Human toxicity, cancer (recommended and interim)",CTUh,5.61E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Human toxicity, cancer (recommended only)",CTUh,1.20E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Human toxicity, non-canc. (recommended and interim)",CTUh,4.27E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,"Human toxicity, non-canc. (recommended only)",CTUh,3.83E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,high characterization factor for unspecified water,m3 world equiv.,28.17023446,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,low characterization factor for unspecified water,m3 world equiv.,-78.3690537,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,OECD+BRIC average for unspecified water,m3 world equiv.,-15.47110876,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Blue water consumption,kg,-501.0348258,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Blue water use,kg,-492046.0762,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Total freshwater consumption (including rainwater),kg,-600.3922011,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,Total freshwater use,kg,-492074.6445,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,high characterization factor for unspecified water,m3 equiv.,0.339062151,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,low characterization factor for unspecified water,m3 equiv.,-1.012599352,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER,OECD+BRIC average for unspecified water,m3 equiv.,-0.547384496,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,356.5402158,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,332.3647002,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Primary energy from non renewable resources (gross cal. value),MJ,348.6432676,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Primary energy from non renewable resources (net cal. value),MJ,324.4677521,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Primary energy from renewable resources (gross cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Primary energy from renewable resources (net cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.87079102,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.9869726,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.026023649,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Acidification,kg SO2 eq.,0.091179481,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Ecotoxicity (recommended),CTUe,2.863706382,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Eutrophication,kg N eq.,0.007808717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,22.84476737,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,22.96094895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Human Health Particulate Air,kg PM2.5 eq.,0.005211376,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Human toxicity, cancer (recommended)",CTUh,1.22E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Human toxicity, non-canc. (recommended)",CTUh,9.04E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Ozone Depletion Air,kg CFC 11 eq.,1.58E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Resources, Fossil fuels",MJ surplus energy,43.56263032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Smog Air,kg O3 eq.,2.987853996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Ecotoxicity (recommended and interim),CTUe,277.6319978,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Ecotoxicity (recommended only),CTUe,0.122390793,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Human toxicity, cancer (recommended and interim)",CTUh,3.43E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Human toxicity, cancer (recommended only)",CTUh,1.03E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.04E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,high characterization factor for unspecified water,m3 world equiv.,1.251647126,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,low characterization factor for unspecified water,m3 world equiv.,1.176105775,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.220703368,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationER_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,974.5911339,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,893.2688559,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Primary energy from non renewable resources (gross cal. value),MJ,948.5308148,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Primary energy from non renewable resources (net cal. value),MJ,867.2085368,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Primary energy from renewable resources (gross cal. value),MJ,26.06031904,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Primary energy from renewable resources (net cal. value),MJ,26.06031904,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,62.98765731,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,630.6034522,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.017525868,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Acidification,kg SO2 eq.,0.537708472,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Ecotoxicity (recommended),CTUe,2.033628458,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Eutrophication,kg N eq.,0.033586032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,62.97013145,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,630.5859263,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Human Health Particulate Air,kg PM2.5 eq.,0.037600451,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Human toxicity, cancer (recommended)",CTUh,3.94E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Human toxicity, non-canc. (recommended)",CTUh,3.62E-06,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Ozone Depletion Air,kg CFC 11 eq.,4.75E-09,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Resources, Fossil fuels",MJ surplus energy,106.9636355,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Smog Air,kg O3 eq.,14.81447201,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Ecotoxicity (recommended and interim),CTUe,3213.808799,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Ecotoxicity (recommended only),CTUe,0.19463484,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Human toxicity, cancer (recommended and interim)",CTUh,8.00E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Human toxicity, cancer (recommended only)",CTUh,2.54E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Human toxicity, non-canc. (recommended and interim)",CTUh,5.46E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,"Human toxicity, non-canc. (recommended only)",CTUh,1.15E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
